k,features,feature_set,normalization,outlier_pct,silhouette,db_index,ch_score,mean_entropy,valid
5,10,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",robust,100,0.31617835284780876,0.98146109688976,1078.57001927539,1.8397396399613137,True
4,10,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_log_sparse,100,0.31614982731484575,1.0880103159425452,1920.7422210429102,1.9678529047430724,True
4,10,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",robust,95,0.3151578433718883,1.1015648566045608,1413.8563244582213,1.9165974503605476,True
2,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_log_sparse,95,0.3142575793064601,1.3020458140085236,1505.9677821442094,0.9240487260394417,True
5,8,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'distanceTraveled', 'timeSprinting']",robust,95,0.3125310167760315,1.22851029944038,1432.289914595038,2.0967527795351204,True
4,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",robust,98,0.31251154801183884,1.083175136701787,1312.895542273447,1.8661627624010464,True
3,10,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",robust,95,0.31233146145905083,1.2394863056838459,1474.3634593540858,1.5132255990893877,True
2,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_uniform,98,0.3103331633735865,1.3051506093060776,1427.3594568132469,0.9067816910407395,True
2,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_uniform,95,0.31008312784721836,1.312479354244568,1465.4771208895063,0.9173671235723767,True
4,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",robust,95,0.30988266166337436,1.1129724603738063,1347.1214366985148,1.9187170538715284,True
4,10,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_uniform,100,0.30913154696013867,1.0994031979768857,1851.772809267128,1.9818065621861098,True
2,10,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",robust,95,0.3082776856888678,1.3143462157285664,1452.1460152702139,0.9234536145747616,True
4,10,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",robust,100,0.307650261724581,1.0998210966888575,1001.0379952639972,1.8153941726503553,True
5,8,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'distanceTraveled', 'timeSprinting']",robust,98,0.3074175763342286,1.2391449352967936,1460.7244383897594,2.1118755725003733,True
3,10,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",robust,98,0.3071421160918597,1.257343750521185,1356.9085448747146,1.4920357863729143,True
5,8,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'distanceTraveled', 'timeSprinting']",robust,100,0.30653663480206933,1.052609825222975,1282.7880745998052,1.844920699843768,True
4,10,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_log_sparse,95,0.3048260812252027,1.1576330060560596,1504.4000835459176,1.921722673634886,True
4,10,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_log_sparse,98,0.3041945529779404,1.302659564395125,1464.8457962900006,1.8201440552505352,True
5,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",robust,100,0.30369185990494807,0.9983572523006649,1050.8829864581603,1.8444385535495382,True
4,10,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_uniform,98,0.30318765108752044,1.2902315773099378,1415.8635925671795,1.8146706349548465,True
4,10,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_uniform,95,0.3017371193017848,1.1592054157081362,1477.7947194565656,1.9256512875830223,True
4,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",robust,100,0.2995889572063136,1.1078065161564414,960.4255577662216,1.8018980272005363,True
3,10,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",robust,100,0.298996868783094,1.2655748848207382,1029.3429037799403,1.445603348509677,True
5,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_uniform,100,0.2984979161888002,1.1680498147833076,1529.378248799016,2.290282156968762,True
3,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",robust,95,0.2978712316063754,1.260029762101845,1353.3834246690672,1.5107576426110159,True
4,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_uniform,100,0.2968333452900609,1.1214688611708765,1656.590277223845,1.9889073905822903,True
4,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_log_sparse,95,0.29680142537433346,1.1783846971550707,1380.8057861040672,1.9344270235754453,True
2,10,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",robust,98,0.2962579509997769,1.3372773029692748,1309.2160189175186,0.9116775379990772,True
5,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_log_sparse,100,0.29589817159905923,1.191184224831061,1510.5674434092696,2.292021038023969,True
4,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_uniform,95,0.29529597484367254,1.1789821959971998,1368.7945381911873,1.9355143046537162,True
5,10,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",robust,95,0.2951506528463898,1.2112968965977768,1285.1165891261664,2.2352804656205234,True
4,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_log_sparse,100,0.2942210180860443,1.12034156913661,1635.956338431654,1.9882101245581683,True
2,10,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",robust,100,0.29342911081766576,1.3516891164814833,1056.6784265484207,0.8930308970377852,True
5,10,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_uniform,100,0.293074876146393,1.1478323910210841,1767.350201794651,2.281692636105928,True
5,10,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",robust,98,0.29271537667424785,1.1724522376746633,1269.8106775681192,2.1894784771028193,True
3,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",robust,98,0.2922290267611696,1.2755735389183285,1251.5565534128007,1.4822462281322855,True
5,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",robust,95,0.29048753471957944,1.2123391400446968,1244.851703570467,2.243497771122918,True
5,10,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_log_sparse,100,0.28989674432545093,1.1704543874235924,1835.85355026659,2.2903758687129443,True
5,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_log_sparse,95,0.2876221571405155,1.3488293424246423,1238.5771815395703,2.206530510642947,True
5,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_uniform,95,0.28727853354480354,1.254023700370925,1225.1189010161424,2.213518001041125,True
5,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",robust,98,0.2860952095200722,1.1742691211962626,1238.8162847923936,2.197193612335954,True
3,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",robust,100,0.28551611226906876,1.2790011227295757,955.8119870018753,1.4335267925431803,True
5,10,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_log_sparse,95,0.2844541471089956,1.3822119021460342,1359.4847288463748,2.2280685524169925,True
5,10,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_uniform,95,0.28397326752707797,1.3735971305423789,1330.915100608643,2.2199147977992744,True
4,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_uniform,98,0.2794671176762463,1.2190191302068845,1297.2921194078021,1.9032856675876886,True
4,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_log_sparse,98,0.2789682963560163,1.2360859181445218,1315.4207584897772,1.9135819245142862,True
5,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_log_sparse,98,0.27571798826283533,1.3155980018103295,1176.0583951058488,2.178748444410123,True
2,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",robust,95,0.27565639484834736,1.4231443260726846,1209.142009599966,0.9195254571988807,True
5,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_uniform,98,0.27554711099017837,1.2681794741148757,1194.9376814743246,2.1714888307663376,True
5,10,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_uniform,98,0.27063113676004985,1.2953466779129037,1288.1878231408923,2.1726845519006757,True
5,10,"['enemiesHit', 'damageDone', 'timeInCombat', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",minmax_log_sparse,98,0.2692328568940201,1.3062769925919895,1324.3498770473873,2.1740333798286797,True
2,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",robust,100,0.26589722332323146,1.4362879775495712,902.4025589523217,0.881667853401231,True
2,9,"['enemiesHit', 'damageDone', 'kills', 'itemsCollected', 'pickupAttempts', 'timeNearInteractables', 'distanceTraveled', 'timeSprinting', 'timeOutOfCombat']",robust,98,0.2624649451733133,1.441154665705485,1095.421730950407,0.9087569612146047,True
